"venue_event_id","game_id","match_datetime","team1_name","team2_name","competition_name","match_best_of","match_patch","picks_and_bans","winner_prematch_books","winner_prematch_odds_dec","match_team1_score","match_team2_score","map_name","team1_attack_score","team1_defend_score","team1_overtime_score","team2_attack_score","team2_defend_score","team2_overtime_score","team1_map_score","team2_map_score"
2035,3638,"2020-09-10 19:10:00.000 +0000",China Nguyen,Second Wind,Pulse Series,1,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},1,0,Haven,10,3,0,3,2,0,13,5
2036,3639,"2020-09-10 20:25:00.000 +0000",China Nguyen,Spot Up,Pulse Series,1,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},1,0,Haven,7,6,0,1,5,0,13,6
2037,3640,"2020-09-10 20:25:00.000 +0000",Complexity,Second Wind,Pulse Series,1,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},0,1,Ascent,8,3,0,9,4,0,11,13
2038,3641,"2020-09-10 21:30:00.000 +0000",Up For Sale,Noble,Pulse Series,1,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},0,1,Haven,3,1,0,4,9,0,4,13
2039,3642,"2020-09-10 21:20:00.000 +0000",Pretty Boyz,Mamba Mode Gaming,Pulse Series,1,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},0,1,Ascent,3,6,0,6,7,0,9,13
2040,3643,"2020-09-10 22:20:00.000 +0000",Pretty Boyz,Noble,Pulse Series,1,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},0,1,Ascent,1,4,0,8,5,0,5,13
2041,3644,"2020-09-10 22:20:00.000 +0000",Renegades,Up For Sale,Pulse Series,1,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},1,0,Ascent,3,10,0,2,2,0,13,4
2042,3645,"2020-09-10 23:20:00.000 +0000",Mamba Mode Gaming,Noble,Pulse Series,1,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},1,0,Haven,8,5,0,7,2,0,13,9
2043,3646,"2020-09-10 23:20:00.000 +0000",Renegades,Pretty Boyz,Pulse Series,1,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},0,1,Bind,5,4,0,8,5,0,9,13
2044,3647,"2020-09-11 00:25:00.000 +0000",Up For Sale,Pretty Boyz,Pulse Series,1,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},0,1,Ascent,0,0,0,1,12,0,0,13
2045,3648,"2020-09-11 00:25:00.000 +0000",Renegades,Mamba Mode Gaming,Pulse Series,1,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},1,0,Ascent,8,5,0,3,4,0,13,7
2046,3649,"2020-09-11 01:30:00.000 +0000",Up For Sale,Mamba Mode Gaming,Pulse Series,1,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},0,1,Haven,2,8,0,3,10,0,10,13
2047,3650,"2020-09-11 01:30:00.000 +0000",Renegades,Noble,Pulse Series,1,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},1,0,Ascent,6,7,0,3,6,0,13,9
2048,3651,"2020-09-10 18:00:00.000 +0000",Luminosity,Morning Light,Pulse Series,1,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},0,1,Haven,5,5,0,7,6,0,10,13
2049,3652,"2020-09-10 18:00:00.000 +0000",Built By Gamers,L8R Bot,Pulse Series,1,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},1,0,Haven,7,6,0,6,0,0,13,6
2050,3653,"2020-09-10 19:10:00.000 +0000",Built By Gamers,Luminosity,Pulse Series,1,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},0,1,Bind,1,3,0,9,4,0,4,13
2051,3654,"2020-09-10 19:10:00.000 +0000",L8R Bot,Morning Light,Pulse Series,1,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},0,1,Haven,3,9,0,3,9,2,12,14
2052,3655,"2020-09-10 20:25:00.000 +0000",Built By Gamers,Morning Light,Pulse Series,1,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},0,1,Bind,5,6,0,6,7,0,11,13
2053,3656,"2020-09-10 20:25:00.000 +0000",Luminosity,L8R Bot,Pulse Series,1,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},1,0,Haven,4,9,0,3,6,0,13,9
2054,3657,"2020-09-10 21:30:00.000 +0000",Gonzo Gaming,beastcoast,Pulse Series,1,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},0,1,Ascent,6,3,0,7,6,0,9,13
2055,3658,"2020-09-10 21:30:00.000 +0000",Rise,Shiba,Pulse Series,1,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},1,0,Haven,5,8,0,1,7,0,13,8
2056,3659,"2020-09-10 22:20:00.000 +0000",Gonzo Gaming,Shiba,Pulse Series,1,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},1,0,Bind,8,5,0,7,0,0,13,7
2057,3660,"2020-09-10 22:20:00.000 +0000",Spacestation Gaming,Rise,Pulse Series,1,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},0,1,Haven,4,5,0,5,8,0,9,13
2058,3661,"2020-09-10 23:20:00.000 +0000",Shiba,beastcoast,Pulse Series,1,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},0,1,Split,5,2,0,6,7,0,7,13
2059,3662,"2020-09-10 23:20:00.000 +0000",Spacestation Gaming,Gonzo Gaming,Pulse Series,1,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},0,1,Bind,7,3,0,9,4,0,10,13
2060,3663,"2020-09-11 00:25:00.000 +0000",Spacestation Gaming,beastcoast,Pulse Series,1,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},1,0,Bind,6,6,3,6,6,1,15,13
2061,3664,"2020-09-11 00:25:00.000 +0000",Rise,Gonzo Gaming,Pulse Series,1,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},1,0,Ascent,8,5,0,5,4,0,13,9
2062,3665,"2020-09-11 01:30:00.000 +0000",Spacestation Gaming,Shiba,Pulse Series,1,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},1,0,Split,7,6,0,6,2,0,13,8
2063,3666,"2020-09-11 01:30:00.000 +0000",Rise,beastcoast,Pulse Series,1,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},1,0,Ascent,8,5,0,3,4,0,13,7
2064,3669,"2020-09-12 20:00:00.000 +0000",FAKEZIN,Black Dragons,Rivals Contenders,3,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},2,1,Haven,6,7,0,1,6,0,13,7
2064,3670,"2020-09-12 20:00:00.000 +0000",FAKEZIN,Black Dragons,Rivals Contenders,3,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},2,1,Ascent,3,9,2,3,9,4,14,16
2064,3671,"2020-09-12 20:00:00.000 +0000",FAKEZIN,Black Dragons,Rivals Contenders,3,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},2,1,Bind,8,5,0,4,4,0,13,8
2065,3672,"2020-09-12 23:00:00.000 +0000",Falkol eSports,TERROR.NET,Rivals Contenders,3,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},1,2,Bind,7,6,0,6,5,0,13,11
2065,3673,"2020-09-12 23:00:00.000 +0000",Falkol eSports,TERROR.NET,Rivals Contenders,3,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},1,2,Ascent,4,6,0,6,7,0,10,13
2065,3674,"2020-09-12 23:00:00.000 +0000",Falkol eSports,TERROR.NET,Rivals Contenders,3,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},1,2,Bind,5,1,0,6,7,0,6,13
2080,3705,"2020-09-11 01:00:00.000 +0000",Team oNe,Black Dragons,AORUS League BR,3,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},0,1,Ascent,6,2,0,7,6,0,8,13
2081,3706,"2020-09-11 02:00:00.000 +0000",Team Vikings,DETONA Gaming,AORUS League BR,3,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},1,0,Haven,7,6,0,6,0,0,13,6
2097,3708,"2020-09-11 18:00:00.000 +0000",China Nguyen,Mamba Mode Gaming,Pulse Series,3,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},1,2,Haven,7,3,0,8,5,0,10,13
2097,3709,"2020-09-11 18:00:00.000 +0000",China Nguyen,Mamba Mode Gaming,Pulse Series,3,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},1,2,Bind,7,6,0,6,0,0,13,6
2097,3710,"2020-09-11 18:00:00.000 +0000",China Nguyen,Mamba Mode Gaming,Pulse Series,3,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},1,2,Ascent,5,4,0,6,7,0,9,13
2098,3711,"2020-09-11 18:00:00.000 +0000",Renegades,Second Wind,Pulse Series,3,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},2,0,Haven,7,6,0,5,5,0,13,10
2098,3712,"2020-09-11 18:00:00.000 +0000",Renegades,Second Wind,Pulse Series,3,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},2,0,Ascent,5,8,0,4,4,0,13,8
2099,3714,"2020-09-11 21:00:00.000 +0000",Morning Light,beastcoast,Pulse Series,3,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},1,2,Ascent,10,3,0,0,2,0,13,2
2099,3715,"2020-09-11 21:00:00.000 +0000",Morning Light,beastcoast,Pulse Series,3,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},1,2,Split,6,6,0,6,6,2,12,14
2099,3716,"2020-09-11 21:00:00.000 +0000",Morning Light,beastcoast,Pulse Series,3,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},1,2,Bind,6,4,0,7,6,0,10,13
2100,3717,"2020-09-11 21:00:00.000 +0000",Rise,Luminosity,Pulse Series,3,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},1,2,Ascent,5,3,0,6,7,0,8,13
2100,3718,"2020-09-11 21:00:00.000 +0000",Rise,Luminosity,Pulse Series,3,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},1,2,Bind,6,7,0,5,3,0,13,8
2100,3719,"2020-09-11 21:00:00.000 +0000",Rise,Luminosity,Pulse Series,3,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},1,2,Haven,4,2,0,5,8,0,6,13
2119,3732,"2020-09-11 16:00:00.000 +0000",Pingu Gang,STR99,Happy Birthday Cup,3,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},1,2,Haven,6,7,0,3,6,0,13,9
2119,3733,"2020-09-11 16:00:00.000 +0000",Pingu Gang,STR99,Happy Birthday Cup,3,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},1,2,Split,3,8,0,4,9,0,11,13
2119,3734,"2020-09-11 16:00:00.000 +0000",Pingu Gang,STR99,Happy Birthday Cup,3,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},1,2,Ascent,5,2,0,6,7,0,7,13
2120,3735,"2020-09-11 16:00:00.000 +0000",forZe,Team123,Happy Birthday Cup,3,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},2,1,Ascent,4,9,0,2,8,0,13,10
2120,3736,"2020-09-11 16:00:00.000 +0000",forZe,Team123,Happy Birthday Cup,3,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},2,1,Bind,5,4,0,8,5,0,9,13
2120,3737,"2020-09-11 16:00:00.000 +0000",forZe,Team123,Happy Birthday Cup,3,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},2,1,Haven,1,12,0,0,2,0,13,2
2123,3744,"2020-09-12 18:00:00.000 +0000",Project SW,forZe,Happy Birthday Cup,3,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},1,2,Bind,3,10,0,2,9,0,13,11
2123,3745,"2020-09-12 18:00:00.000 +0000",Project SW,forZe,Happy Birthday Cup,3,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},1,2,Haven,4,5,0,7,6,0,9,13
2123,3746,"2020-09-12 18:00:00.000 +0000",Project SW,forZe,Happy Birthday Cup,3,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},1,2,Split,2,7,0,5,8,0,9,13
2137,3760,"2020-09-11 21:00:00.000 +0000",Hamboigas,MAJKL,FTW Summer Showdown,1,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},0,1,Bind,1,1,0,11,2,0,2,13
2145,3768,"2020-09-11 22:00:00.000 +0000",GFuel Krabby Patties,Dignitas,FTW Summer Showdown,1,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},0,1,Split,0,0,0,12,1,0,0,13
2154,3777,"2020-09-11 23:00:00.000 +0000",Flawless,GX3,FTW Summer Showdown,1,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},0,1,Haven,7,1,0,8,5,0,8,13
2158,3781,"2020-09-12 00:10:00.000 +0000",Sailor Scouts,silhouette,FTW Summer Showdown,1,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},0,1,Split,4,5,0,5,8,0,9,13
2166,3789,"2020-09-12 01:00:00.000 +0000",Chick Fil Ayy,Bloom,FTW Summer Showdown,1,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},1,0,Split,10,3,0,1,2,0,13,3
2167,3790,"2020-09-12 16:30:00.000 +0000",Team Spain,Team Germany,BLAST Twitch Invitational,1,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},0,1,Haven,7,4,0,8,5,0,11,13
2168,3791,"2020-09-13 15:30:00.000 +0000",Team France,Team Turkey,BLAST Twitch Invitational,1,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},1,0,Bind,4,9,0,3,8,0,13,11
2175,3798,"2020-09-11 23:20:00.000 +0000",Mamba Mode Gaming,Renegades,Pulse Series,3,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},2,0,Ascent,5,8,0,4,7,0,13,11
2175,3799,"2020-09-11 23:20:00.000 +0000",Mamba Mode Gaming,Renegades,Pulse Series,3,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},2,0,Bind,5,8,0,1,7,0,13,8
2176,3801,"2020-09-12 00:00:00.000 +0000",China Nguyen,Second Wind,Pulse Series,3,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},2,0,Haven,9,4,0,1,3,0,13,4
2176,3802,"2020-09-12 00:00:00.000 +0000",China Nguyen,Second Wind,Pulse Series,3,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},2,0,Bind,3,10,0,2,1,0,13,3
2177,3804,"2020-09-12 00:00:00.000 +0000",Morning Light,Rise,Pulse Series,3,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},2,0,Ascent,2,11,0,1,0,0,13,1
2177,3805,"2020-09-12 00:00:00.000 +0000",Morning Light,Rise,Pulse Series,3,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},2,0,Bind,6,7,0,3,6,0,13,9
2178,3807,"2020-09-12 00:00:00.000 +0000",beastcoast,Luminosity,Pulse Series,3,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},2,1,Bind,0,4,0,8,5,0,4,13
2178,3808,"2020-09-12 00:00:00.000 +0000",beastcoast,Luminosity,Pulse Series,3,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},2,1,Split,10,3,0,3,2,0,13,5
2178,3809,"2020-09-12 00:00:00.000 +0000",beastcoast,Luminosity,Pulse Series,3,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},2,1,Ascent,4,9,0,3,8,0,13,11
2179,3812,"2020-09-12 01:00:00.000 +0000",Team oNe,Team Vikings,AORUS League BR,3,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},2,1,Split,4,3,0,5,8,0,7,13
2179,3815,"2020-09-12 01:00:00.000 +0000",Team oNe,Team Vikings,AORUS League BR,3,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},2,1,Ascent,4,9,0,3,2,0,13,5
2179,3816,"2020-09-12 01:00:00.000 +0000",Team oNe,Team Vikings,AORUS League BR,3,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},2,1,Bind,8,5,0,2,4,0,13,6
2180,3817,"2020-09-12 23:20:00.000 +0000",Mamba Mode Gaming,beastcoast,Pulse Series,3,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},2,0,Haven,10,3,0,0,2,0,13,2
2180,3818,"2020-09-12 23:20:00.000 +0000",Mamba Mode Gaming,beastcoast,Pulse Series,3,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},2,0,Split,2,11,0,1,0,0,13,1
2181,3820,"2020-09-12 18:00:00.000 +0000",Luminosity,China Nguyen,Pulse Series,3,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},2,0,Bind,9,4,0,2,3,0,13,5
2181,3821,"2020-09-12 18:00:00.000 +0000",Luminosity,China Nguyen,Pulse Series,3,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},2,0,Haven,6,6,3,6,6,1,15,13
2182,3823,"2020-09-12 18:00:00.000 +0000",Renegades,Morning Light,Pulse Series,3,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},0,2,Haven,6,5,0,7,6,0,11,13
2182,3824,"2020-09-12 18:00:00.000 +0000",Renegades,Morning Light,Pulse Series,3,"Patch 1.07								
									Sage, Killjoy, and shotgun nerfs
Viper, Breach, and Vandal buffs",{},{},{},0,2,Ascent,6,5,0,7,6,0,11,13
2185,3832,"2020-09-24 16:00:00.000 +0000",Digital Athletics,Anatolia Esports,AMD Ryzen 4000 Cup,3,"Patch 1.08								
									Guardian buffs, Raze changes",{},{},{},2,0,Haven,6,7,0,0,6,0,13,6
2185,3833,"2020-09-24 16:00:00.000 +0000",Digital Athletics,Anatolia Esports,AMD Ryzen 4000 Cup,3,"Patch 1.08								
									Guardian buffs, Raze changes",{},{},{},2,0,Bind,5,8,0,4,0,0,13,4
